,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,year_sold,month_sold,year_built,year_renovated,Geo_Clusters
6200,277000.0,4,1.0,1500,5750,1.5,0.0,0.0,3,6,1500,0.0,1330,5750,2015,4,2.0,12,1
6201,337500.0,2,1.0,1300,6731,1.0,0.0,0.0,3,7,1300,0.0,1240,6731,2014,12,4.0,12,4
6202,792000.0,4,2.75,3100,10245,2.0,0.0,0.0,3,10,3100,0.0,3140,9028,2014,8,9.0,12,0
6203,435000.0,3,2.5,3380,7074,2.0,0.0,0.0,3,8,2200,1180.0,2060,6548,2014,11,9.0,12,0
6204,313100.0,4,2.5,2660,9030,1.0,0.0,0.0,4,7,1450,1210.0,1870,9030,2015,3,7.0,12,1
6205,575000.0,3,2.25,1700,3333,1.5,0.0,0.0,3,7,1100,600.0,1700,3750,2014,6,2.0,12,2
6206,510000.0,4,2.5,1840,7800,1.0,0.0,2.0,3,8,1240,600.0,2010,9100,2015,2,7.0,12,2
6207,299950.0,2,1.0,890,5200,1.0,0.0,0.0,4,6,890,0.0,950,5200,2015,3,4.0,12,4
6208,1030000.0,3,3.0,2800,5800,1.0,0.0,0.0,3,9,1580,1220.0,2580,5800,2015,3,5.0,10,2
6209,364000.0,4,1.75,2010,8625,1.0,0.0,0.0,4,7,1340,670.0,1500,8400,2014,5,5.0,12,2
6210,335000.0,3,1.0,1380,7470,1.0,0.0,0.0,5,7,1380,0.0,1440,7473,2014,7,6.0,12,2
6211,219950.0,3,1.0,1210,8000,1.0,0.0,0.0,3,6,1210,0.0,1430,8000,2014,12,5.0,12,5
6212,215000.0,3,2.0,1280,6994,1.0,0.0,0.0,3,7,1280,0.0,1290,7514,2015,1,9.0,12,3
6213,640000.0,4,2.5,4090,215186,2.0,0.0,0.0,4,8,3670,420.0,2430,142005,2015,5,7.0,12,3
6214,535000.0,3,1.0,1580,6300,1.0,0.0,0.0,3,7,1180,400.0,1560,1601,2014,6,2.0,12,2
6215,253000.0,4,2.0,1910,7826,1.0,0.0,0.0,4,7,1140,770.0,1540,7826,2014,8,7.0,12,5
6216,650000.0,2,2.5,1740,2500,2.0,0.0,2.0,3,8,1210,530.0,1640,2500,2014,5,9.0,12,2
6217,672000.0,3,2.25,1130,4445,1.5,0.0,0.0,4,8,1130,0.0,1330,4445,2015,4,2.0,12,2
6218,606000.0,3,1.75,1970,8540,1.0,0.0,3.0,4,8,1130,840.0,2280,8540,2014,10,4.0,12,2
6219,292000.0,3,2.25,1780,9720,1.0,0.0,0.0,3,8,1280,500.0,1710,9790,2015,3,8.0,12,1
6220,289950.0,3,2.0,1670,7757,1.0,0.0,0.0,3,8,1670,0.0,2290,7859,2014,6,9.0,12,5
6221,257500.0,4,1.5,1360,9323,1.0,0.0,0.0,4,7,1360,0.0,1180,9611,2014,7,6.0,12,5
6222,380000.0,3,2.5,1840,6985,1.0,0.0,0.0,3,7,1290,550.0,2160,7990,2014,11,7.0,12,2
6223,360000.0,3,1.75,1255,1113,3.0,0.0,0.0,3,8,1255,0.0,1010,1038,2014,12,10.0,12,2
6224,269500.0,3,1.75,1840,7412,1.0,0.0,0.0,4,7,1240,600.0,1980,7350,2014,6,7.0,12,5
6225,449000.0,4,2.5,2960,6031,2.0,0.0,0.0,3,9,2960,0.0,2570,5012,2014,6,10.0,12,3
6226,375000.0,4,1.5,1430,7232,1.5,0.0,0.0,3,7,1430,0.0,1540,7232,2014,10,4.0,12,2
6227,2200000.0,5,4.75,5990,10450,2.0,1.0,4.0,3,11,4050,1940.0,3330,14810,2014,6,10.0,12,1
6228,810000.0,4,2.5,3480,59242,2.0,0.0,0.0,3,11,3480,0.0,2930,39400,2014,5,8.0,12,0
6229,994000.0,5,3.25,4260,7861,2.0,0.0,0.0,3,10,4260,0.0,4020,7528,2014,9,10.0,12,6
6230,275000.0,5,2.25,1820,10500,1.0,0.0,0.0,4,7,1080,740.0,1820,7500,2015,2,7.0,12,1
6231,300000.0,2,1.0,1290,2482,2.0,0.0,0.0,3,7,1290,0.0,1290,2482,2015,4,10.0,12,0
6232,380000.0,5,2.5,2130,8428,2.0,0.0,0.0,3,7,2130,0.0,1500,11810,2015,4,11.0,12,4
6233,200000.0,3,2.0,1170,10051,1.0,0.0,0.0,4,7,1170,0.0,1440,9800,2015,3,5.0,12,5
6234,635000.0,3,3.5,1730,1349,3.0,0.0,0.0,3,9,1350,380.0,1830,3300,2014,9,10.0,12,2
6235,280000.0,2,1.0,880,5750,1.0,0.0,0.0,3,6,880,0.0,1190,5750,2014,11,3.0,12,4
6236,574000.0,3,2.5,2380,6832,2.0,0.0,0.0,3,8,2380,0.0,2580,6832,2014,6,10.0,12,6
6237,1050000.0,4,1.0,1330,9729,1.0,0.0,0.0,3,6,1330,0.0,2920,10353,2015,2,5.0,12,0
6238,545000.0,3,2.25,1780,191228,2.0,0.0,2.0,3,8,1780,0.0,2440,87120,2014,5,8.0,12,6
6239,271950.0,3,1.5,1220,8400,1.0,0.0,0.0,4,7,1220,0.0,2110,9119,2015,3,6.0,12,1
6240,630000.0,5,1.75,2490,24969,1.0,0.0,2.0,4,8,1540,950.0,2790,15600,2014,7,5.0,12,5
6241,400000.0,2,1.0,1180,10800,1.0,0.0,0.0,3,7,1180,0.0,1600,10800,2014,8,8.0,12,2
6242,334000.0,4,2.5,2310,6200,2.0,0.0,0.0,3,8,2310,0.0,2480,6200,2014,9,9.0,12,3
6243,332500.0,4,2.0,1440,4855,2.0,0.0,0.0,4,7,1440,0.0,1300,4080,2014,12,7.0,12,4
6244,525000.0,2,1.5,1620,1444,2.0,0.0,0.0,3,9,1080,540.0,1660,1642,2014,9,10.0,12,4
6245,408000.0,3,2.5,2620,8403,2.0,0.0,0.0,3,8,2620,0.0,2190,7842,2015,2,9.0,12,3
6246,846450.0,4,2.5,3710,7491,2.0,0.0,0.0,3,9,3710,0.0,3040,7491,2015,4,10.0,12,6
6247,411100.0,3,1.5,1040,10323,1.0,0.0,0.0,4,7,1040,0.0,1580,7200,2014,10,5.0,12,1
6248,409124.0,5,3.25,3320,11340,2.0,0.0,0.0,4,8,2480,840.0,2330,8339,2014,7,9.0,12,3
6249,335950.0,2,1.5,800,5192,1.0,0.0,0.0,5,7,800,0.0,1190,5320,2014,7,5.0,12,4
6250,480000.0,5,2.5,2040,9597,1.0,0.0,0.0,4,7,1240,800.0,1800,8553,2015,3,6.0,12,0
6251,280000.0,2,1.75,1960,30144,1.0,0.0,0.0,3,7,980,980.0,1960,10140,2014,12,5.0,12,1
6252,668000.0,4,2.5,2670,4410,2.0,0.0,0.0,3,8,2670,0.0,2670,4410,2014,7,9.0,12,0
6253,750000.0,4,2.5,2930,8641,2.0,0.0,0.0,3,8,2930,0.0,2120,11175,2015,4,10.0,12,2
6254,394475.0,2,1.0,830,4000,1.0,0.0,0.0,3,6,830,0.0,950,4000,2014,5,5.0,12,2
6255,848000.0,5,1.75,2290,4320,2.0,0.0,0.0,3,7,1980,310.0,2870,4320,2015,3,2.0,12,2
6256,675000.0,3,1.5,2510,3600,2.5,0.0,0.0,4,8,2510,0.0,1740,1885,2014,9,0.0,12,2
6257,175000.0,3,1.0,1280,7572,1.0,0.0,0.0,4,6,1280,0.0,1170,7667,2014,11,5.0,12,1
6258,560000.0,4,1.5,1810,6000,1.0,0.0,1.0,3,8,1350,460.0,2020,6000,2014,11,5.0,12,4
6259,538888.0,5,2.75,2080,13189,2.0,0.0,0.0,3,8,2080,0.0,2030,11847,2014,5,8.0,12,0
6260,359000.0,4,1.75,1680,9244,2.0,0.0,0.0,3,8,1680,0.0,1840,9387,2014,9,9.0,12,4
6261,300000.0,3,2.25,1660,5128,2.0,0.0,0.0,3,7,1660,0.0,1680,4652,2014,7,10.0,12,0
6262,273000.0,3,2.5,1650,5994,2.0,0.0,0.0,4,7,1650,0.0,1930,6666,2014,9,8.0,12,5
6263,670000.0,3,2.5,1420,1438,2.0,0.0,0.0,3,9,1280,140.0,1490,1439,2014,7,10.0,12,2
6264,530000.0,4,2.25,2240,8376,1.0,0.0,0.0,3,8,1740,500.0,1890,7875,2014,11,8.0,12,0
6265,625000.0,3,1.5,1230,3060,1.0,0.0,0.0,3,7,910,320.0,1260,4488,2014,7,2.0,12,2
6266,248000.0,3,1.0,1260,6000,1.0,0.0,0.0,4,6,1260,0.0,1520,6600,2015,5,5.0,12,5
6267,533000.0,3,2.5,2060,4812,2.0,0.0,0.0,3,8,2060,0.0,1930,5264,2014,8,8.0,12,6
6268,549950.0,4,3.5,3090,10510,1.0,0.0,0.0,3,8,2190,900.0,2200,7408,2014,12,9.0,12,0
6269,485000.0,4,1.75,3220,7392,1.0,0.0,0.0,4,8,2010,1210.0,1660,8363,2014,10,5.0,12,2
6270,353500.0,3,2.5,2020,4845,2.0,0.0,0.0,3,7,2020,0.0,1930,5134,2015,5,10.0,12,3
6271,435000.0,2,1.75,1910,12142,1.0,0.0,0.0,3,9,1910,0.0,2580,12326,2014,9,7.0,12,0
6272,241000.0,3,1.0,1150,10000,1.0,0.0,0.0,3,6,1000,150.0,1340,10000,2014,11,5.0,12,4
6273,885000.0,4,2.75,2730,3560,1.5,0.0,0.0,3,8,1550,1180.0,1860,3560,2014,5,2.0,12,2
6274,799200.0,6,3.0,2890,2370,2.5,0.0,0.0,3,7,2290,600.0,2180,2460,2014,5,0.0,12,2
6275,760000.0,3,2.5,2280,12746,1.0,0.0,0.0,4,8,1490,790.0,2100,12746,2015,1,7.0,12,0
6276,270000.0,2,1.0,1040,5700,1.0,0.0,0.0,3,6,1040,0.0,1380,5700,2014,11,2.0,12,4
6277,675000.0,4,1.75,2440,7475,1.0,0.0,0.0,4,9,2040,400.0,2040,8480,2015,2,6.0,12,0
6278,499000.0,3,2.5,1720,5940,1.0,0.0,0.0,4,8,1000,720.0,1720,6136,2014,12,7.0,12,0
6279,1200000.0,3,2.5,3430,28718,1.5,0.0,0.0,3,10,3430,0.0,3440,35021,2014,7,8.0,12,0
6280,320000.0,4,2.5,2570,4865,2.0,0.0,0.0,3,8,2570,0.0,2570,4933,2014,6,10.0,12,3
6281,890000.0,4,3.25,4360,210254,1.0,0.0,0.0,3,10,2320,2040.0,2410,87120,2015,5,9.0,12,3
6282,275000.0,4,2.75,2060,7350,1.0,0.0,0.0,3,7,1210,850.0,1940,7420,2014,8,7.0,12,5
6283,490000.0,4,2.5,3020,8302,2.0,0.0,0.0,4,10,3020,0.0,3020,8406,2014,6,9.0,12,3
6284,550000.0,3,2.5,2340,4200,1.5,0.0,0.0,3,7,1540,800.0,1590,4200,2014,7,0.0,12,4
6285,390000.0,5,2.0,2400,9537,1.0,0.0,0.0,5,7,1210,1190.0,1760,9533,2015,5,5.0,12,1
6286,277000.0,3,2.25,1610,11920,1.0,0.0,0.0,4,7,1110,500.0,1690,11839,2014,10,6.0,12,5
6287,236000.0,3,1.75,1090,7647,1.0,0.0,0.0,3,7,1090,0.0,1660,9219,2015,3,9.0,12,5
6288,265953.0,3,1.75,1470,13068,1.0,0.0,0.0,4,7,1470,0.0,2090,16988,2015,3,7.0,12,5
6289,545000.0,3,2.25,1670,6240,1.0,0.0,0.0,4,8,1240,430.0,1910,7000,2015,3,7.0,12,0
6290,535000.0,3,2.5,1850,10109,2.0,0.0,0.0,3,8,1850,0.0,1780,9660,2014,5,9.0,12,2
6291,1450000.0,3,2.75,3940,9671,1.0,0.0,4.0,5,9,2140,1800.0,3390,9360,2014,10,6.0,12,1
6292,490000.0,4,3.0,2330,3497,2.0,0.0,0.0,3,9,1920,410.0,2330,5242,2014,6,10.0,12,4
6293,319950.0,4,2.5,2020,7200,1.5,0.0,0.0,4,6,2020,0.0,1440,7200,2015,4,5.0,12,6
6294,625000.0,3,1.5,1300,7200,1.0,0.0,0.0,5,7,1300,0.0,2280,7200,2014,7,5.0,12,0
6295,248000.0,3,1.0,1180,6947,1.0,0.0,0.0,4,7,1180,0.0,1760,8657,2015,2,6.0,12,1
6296,475000.0,3,1.75,1320,7840,1.0,0.0,0.0,3,8,1320,0.0,2050,7644,2015,4,6.0,12,0
6297,410000.0,6,2.75,2520,9324,1.0,0.0,0.0,4,7,1320,1200.0,1820,11000,2014,6,6.0,12,2
6298,670000.0,3,2.5,1680,2000,3.0,0.0,0.0,3,9,1680,0.0,1950,5000,2014,5,0.0,12,2
6299,430000.0,3,2.5,2000,35438,2.0,0.0,0.0,3,7,2000,0.0,2000,51836,2015,3,6.0,10,6
6300,313000.0,2,1.0,1180,4900,1.0,0.0,0.0,5,6,1180,0.0,1650,7121,2014,10,5.0,12,6
6301,950000.0,3,3.25,3330,15093,2.5,0.0,0.0,3,9,3330,0.0,4340,20031,2014,7,8.0,12,1
6302,751750.0,2,2.0,1880,5400,1.5,0.0,0.0,3,8,1880,0.0,1590,5400,2014,5,0.0,12,2
6303,760000.0,4,2.5,2990,5280,2.0,0.0,0.0,3,9,2210,780.0,2990,6299,2014,9,10.0,12,1
6304,310650.0,3,1.75,1510,12408,1.0,0.0,0.0,4,7,1510,0.0,1480,17800,2015,1,6.0,12,1
6305,367500.0,4,3.0,3110,7231,2.0,0.0,0.0,3,8,3110,0.0,2820,7311,2014,5,9.0,12,5
6306,580000.0,4,2.5,2150,5000,2.0,0.0,0.0,3,8,2150,0.0,2030,6380,2014,8,10.0,12,2
6307,580000.0,3,2.25,1900,3960,1.5,0.0,0.0,3,8,1200,700.0,1310,3960,2014,7,0.0,12,2
6308,665000.0,4,2.5,2720,10000,2.0,0.0,0.0,3,10,2720,0.0,2720,10020,2014,6,8.0,12,0
6309,239950.0,3,2.25,1560,8280,2.0,0.0,0.0,4,7,1560,0.0,1920,8120,2014,11,7.0,12,5
6310,470000.0,4,2.5,1990,30083,2.0,0.0,0.0,3,8,1990,0.0,2220,11627,2014,8,9.0,12,2
6311,733000.0,3,1.75,1740,3060,1.0,0.0,0.0,5,8,950,0.0,1800,3960,2014,8,2.0,11,2
6312,250000.0,4,2.0,2130,8400,1.0,0.0,0.0,3,7,1350,780.0,1550,8596,2015,1,6.0,12,1
6313,402000.0,4,1.75,1510,9176,1.0,0.0,0.0,5,7,1510,0.0,1480,9176,2014,9,5.0,12,2
6314,295000.0,5,3.5,2100,5107,2.0,0.0,0.0,3,7,1410,690.0,1410,5650,2014,6,9.0,12,4
6315,355000.0,5,2.5,2344,8000,1.0,0.0,0.0,4,8,1560,784.0,2344,8000,2014,10,7.0,12,5
6316,289000.0,3,1.5,1970,22486,1.0,0.0,0.0,4,6,1970,0.0,1850,20160,2014,9,6.0,12,1
6317,376000.0,3,2.25,1470,9140,2.0,0.0,2.0,3,7,1470,0.0,1400,8204,2014,11,8.0,12,2
6318,212700.0,2,1.0,940,5040,1.0,0.0,0.0,3,7,940,0.0,940,5040,2014,6,2.0,12,4
6319,325000.0,3,1.75,1780,13095,1.0,0.0,0.0,4,9,1780,0.0,2750,13095,2014,5,8.0,12,3
6320,415000.0,4,2.5,2230,5743,2.0,0.0,0.0,3,7,2230,0.0,2490,6300,2014,8,10.0,12,0
6321,935000.0,3,2.5,3570,15151,1.0,0.0,0.0,4,8,2400,1170.0,3140,14375,2015,4,8.0,12,2
6322,372000.0,3,2.5,1920,15260,2.0,0.0,0.0,3,7,1920,0.0,2370,15235,2015,1,8.0,12,0
6323,240000.0,3,1.5,1290,8366,1.0,0.0,0.0,3,7,1020,270.0,1770,8400,2014,10,5.0,12,4
6324,334950.0,3,1.75,1880,16262,1.0,0.0,0.0,5,7,1880,0.0,1900,7972,2014,9,7.0,12,1
6325,426500.0,4,2.5,2960,4640,2.0,0.0,0.0,3,9,2960,0.0,2750,4623,2015,4,10.0,12,3
6326,430000.0,2,1.75,1840,14874,1.0,0.0,2.0,3,8,1300,540.0,2920,15084,2015,2,5.0,12,4
6327,400000.0,3,1.5,1890,6183,1.0,0.0,0.0,3,7,1090,800.0,1750,6183,2014,12,6.0,12,4
6328,455850.0,3,2.25,1820,6000,1.0,0.0,0.0,4,7,1120,700.0,1970,6232,2015,4,6.0,12,4
6329,1970000.0,4,3.5,4370,8510,2.0,0.0,1.0,3,10,3610,760.0,2960,10347,2014,6,10.0,12,1
6330,400000.0,3,1.75,1530,10731,1.0,0.0,0.0,3,7,1530,0.0,2100,12593,2014,6,8.0,12,2
6331,397500.0,3,1.0,1030,10480,1.0,0.0,0.0,4,7,1030,0.0,1480,12200,2014,8,5.0,12,1
6332,755000.0,3,2.5,2000,1950,3.0,0.0,0.0,3,8,2000,0.0,1560,1340,2014,12,10.0,12,2
6333,287000.0,5,1.5,1730,9230,1.0,0.0,0.0,3,7,1010,720.0,1730,9230,2014,7,6.0,12,1
6334,480000.0,4,2.5,3620,16000,2.0,0.0,0.0,3,9,3620,0.0,2590,16000,2014,7,7.0,12,3
6335,490000.0,3,2.5,2040,9622,2.0,0.0,0.0,3,8,2040,0.0,2390,9868,2015,4,9.0,12,6
6336,365000.0,3,2.5,2640,6715,2.0,0.0,0.0,3,8,1680,960.0,2260,7373,2014,6,9.0,12,1
6337,260000.0,3,2.5,1600,2244,2.0,0.0,0.0,3,7,1600,0.0,1600,1700,2015,2,10.0,12,1
6338,505000.0,4,1.0,1480,12675,1.5,0.0,0.0,4,7,1480,0.0,1820,7995,2015,4,2.0,12,2
6339,260000.0,2,1.0,700,4800,1.0,0.0,0.0,3,7,700,0.0,1440,4800,2014,6,2.0,12,2
6340,430000.0,2,1.0,700,4800,1.0,0.0,0.0,3,7,700,0.0,1440,4800,2015,1,2.0,12,2
6341,905000.0,4,2.5,3520,12193,2.0,0.0,0.0,4,10,3520,0.0,3470,11318,2014,7,9.0,12,1
6342,440000.0,3,2.0,1650,6408,2.0,0.0,0.0,4,8,1650,0.0,1750,6402,2014,12,7.0,12,0
6343,439500.0,4,1.0,1360,5500,1.5,0.0,0.0,3,7,1360,0.0,1530,5790,2014,9,4.0,12,2
6344,270000.0,3,2.0,1350,6696,1.0,0.0,0.0,5,6,680,670.0,1350,6700,2015,1,4.0,12,1
6345,306500.0,3,2.5,1970,6291,2.0,0.0,0.0,4,7,1970,0.0,1980,8852,2015,4,9.0,12,3
6346,380000.0,3,2.0,1470,1656,2.0,0.0,0.0,3,8,1310,160.0,1470,2288,2014,10,10.0,12,4
6347,215000.0,4,1.75,1610,9652,1.0,0.0,0.0,5,7,1610,0.0,1220,9800,2014,7,6.0,12,3
6348,299900.0,2,1.0,810,6150,1.0,0.0,0.0,3,7,810,0.0,1080,7200,2015,2,4.0,12,2
6349,1450000.0,4,3.5,2820,7809,2.0,0.0,0.0,3,10,2820,0.0,2630,7904,2015,3,9.0,12,0
6350,239950.0,3,1.0,1900,33888,1.5,0.0,0.0,4,5,1900,0.0,1430,19200,2014,5,4.0,12,5
6351,494000.0,4,2.5,1830,7345,1.0,0.0,0.0,4,8,1540,290.0,1990,7700,2014,6,7.0,12,2
6352,317500.0,4,1.5,1730,7700,1.0,0.0,0.0,4,7,1010,720.0,1650,8066,2015,1,6.0,12,1
6353,670000.0,4,2.5,2110,7291,2.0,0.0,0.0,4,7,2110,0.0,2350,8625,2015,3,7.0,12,0
6354,650000.0,3,2.5,3060,7831,2.0,0.0,2.0,3,9,3060,0.0,3140,7438,2014,8,10.0,12,6
6355,852000.0,4,2.5,2620,7328,2.0,0.0,0.0,3,8,2620,0.0,1670,5080,2015,3,8.0,12,4
6356,250000.0,2,1.5,1088,1360,2.0,0.0,0.0,3,7,1088,0.0,1098,1469,2014,6,8.0,12,0
6357,264950.0,3,1.5,1400,10853,1.0,0.0,0.0,4,7,1400,0.0,1620,10849,2014,12,6.0,12,1
6358,582500.0,2,2.0,1540,6804,1.0,0.0,0.0,5,7,1020,520.0,1380,6930,2014,9,4.0,12,2
6359,384000.0,3,2.5,1540,1564,2.0,0.0,0.0,3,7,1300,240.0,1540,2875,2015,3,9.0,12,4
6360,817000.0,3,1.5,2310,3360,1.5,0.0,0.0,3,8,1790,520.0,1930,4320,2014,10,2.0,12,2
6361,320000.0,4,1.75,1730,9520,1.0,0.0,0.0,4,7,1730,0.0,1550,11211,2014,12,7.0,12,1
6362,445800.0,4,2.25,2070,39446,1.0,0.0,0.0,3,8,1470,600.0,2140,12043,2014,6,7.0,12,2
6363,263300.0,2,1.0,900,4500,1.0,0.0,0.0,3,7,900,0.0,1175,5320,2015,3,5.0,12,4
6364,215000.0,3,1.0,860,6635,1.0,0.0,0.0,3,6,860,0.0,1170,8000,2015,1,5.0,12,2
6365,842500.0,5,4.0,2980,4500,1.5,0.0,0.0,3,7,2070,910.0,1560,4225,2014,11,2.0,12,2
6366,850000.0,5,4.0,2980,4500,1.5,0.0,0.0,3,7,2070,910.0,1560,4225,2015,4,2.0,12,2
6367,386000.0,5,2.5,2740,12413,2.0,0.0,0.0,3,7,2740,0.0,1900,7416,2014,10,8.0,12,1
6368,251100.0,4,2.5,1790,5257,2.0,0.0,0.0,3,7,1790,0.0,1680,5320,2014,12,9.0,12,5
6369,435000.0,3,1.75,1750,16748,1.0,0.0,0.0,3,7,1330,420.0,1750,16050,2014,11,7.0,12,0
6370,870000.0,4,4.0,3610,12811,2.0,0.0,0.0,3,10,3610,0.0,3530,11783,2014,9,9.0,12,6
6371,800000.0,6,1.0,1430,20620,2.0,0.0,0.0,3,7,1430,0.0,2450,10080,2015,2,5.0,12,0
6372,555000.0,3,1.75,1570,15500,1.0,0.0,0.0,4,7,1570,0.0,1610,7500,2014,7,6.0,12,0
6373,280000.0,2,1.0,2280,37500,2.0,0.0,0.0,3,7,2280,0.0,2360,6000,2014,7,3.0,12,4
6374,356000.0,3,1.0,940,2366,1.0,0.0,0.0,3,6,940,0.0,1500,5000,2015,3,1.0,12,2
6375,675000.0,4,2.5,2920,6000,2.0,0.0,4.0,3,9,2920,0.0,3100,6001,2014,12,10.0,12,6
6376,605000.0,4,2.25,2260,11900,2.0,0.0,0.0,3,9,2260,0.0,2470,11900,2014,12,7.0,12,0
6377,690500.0,5,2.0,2000,4211,1.5,0.0,2.0,4,7,1280,720.0,1680,4000,2014,6,0.0,12,2
6378,437000.0,2,1.75,1440,4225,1.0,0.0,0.0,3,8,1440,0.0,1680,6200,2014,6,10.0,12,0
6379,850000.0,5,2.0,2310,13430,1.5,0.0,0.0,4,8,2310,0.0,2810,13906,2014,7,6.0,12,0
6380,350000.0,4,2.25,2300,4600,1.5,0.0,0.0,4,7,1340,960.0,1540,3000,2014,6,0.0,12,4
6381,480000.0,2,2.25,1490,6770,1.5,0.0,0.0,3,8,1490,0.0,1820,7875,2014,6,2.0,12,4
6382,379500.0,3,2.25,1830,25641,2.0,0.0,0.0,3,8,1830,0.0,1500,25641,2014,7,8.0,12,1
6383,600000.0,5,4.5,4440,9784,2.0,0.0,0.0,3,10,4440,0.0,2720,10080,2014,9,11.0,12,4
6384,1440000.0,4,3.5,4970,16582,2.0,0.0,3.0,4,11,3930,1040.0,3580,13335,2015,3,9.0,12,1
6385,303000.0,2,1.5,1000,1075,2.0,0.0,0.0,3,7,840,160.0,1000,1083,2014,12,10.0,12,4
6386,800000.0,4,2.5,4940,10037,1.0,0.0,4.0,3,9,3450,1490.0,2430,9272,2015,2,5.0,12,1
6387,549000.0,2,2.0,1980,6000,1.5,0.0,0.0,5,7,1220,760.0,1280,3900,2014,7,0.0,12,2
6388,324950.0,3,2.5,1560,9600,1.0,0.0,0.0,3,7,1210,0.0,2070,9600,2014,11,6.0,12,4
6389,170000.0,2,1.0,870,6537,1.0,0.0,0.0,3,6,870,0.0,1100,8701,2014,9,4.0,12,4
6390,178000.0,3,1.0,840,6500,1.0,0.0,0.0,5,6,840,0.0,870,5200,2014,7,6.0,12,3
6391,144000.0,3,1.0,1250,8314,1.0,0.0,0.0,3,6,1250,0.0,1188,7700,2015,4,5.0,12,1
6392,1580000.0,4,2.75,3120,20031,1.0,0.0,2.0,4,9,1980,1140.0,3330,18777,2015,3,5.0,12,1
6393,258000.0,2,1.0,750,7000,1.0,0.0,0.0,3,6,750,0.0,1100,8777,2015,4,3.0,12,6
6394,345000.0,3,1.75,710,5050,1.0,0.0,0.0,4,6,710,0.0,900,5050,2014,10,4.0,12,4
6395,470000.0,3,1.75,2290,14800,1.0,0.0,0.0,3,8,1620,670.0,2320,12474,2014,6,6.0,12,2
6396,2900000.0,5,2.5,3750,91681,2.0,1.0,4.0,3,10,3750,0.0,3540,24293,2015,3,2.0,12,4
6397,350000.0,3,1.5,980,7790,1.0,0.0,0.0,5,7,980,0.0,1390,7280,2014,5,6.0,12,0
6398,225500.0,2,1.75,1590,11276,1.0,0.0,0.0,4,7,1590,0.0,1750,10687,2014,6,7.0,12,5
6399,473000.0,2,1.0,940,4000,1.0,0.0,0.0,3,6,720,220.0,1180,6000,2015,2,4.0,12,2
6400,279000.0,3,1.75,1750,9623,1.0,0.0,0.0,3,7,1150,600.0,1820,9623,2015,2,6.0,12,5
6401,470000.0,3,1.0,1460,8227,1.0,0.0,0.0,3,6,880,580.0,1530,8128,2015,4,4.0,12,2
6402,565000.0,3,1.75,1540,4800,1.0,0.0,0.0,4,6,770,770.0,1510,4080,2014,8,2.0,12,2
6403,695000.0,3,2.0,2560,6800,1.0,0.0,1.0,4,8,1380,1180.0,1780,6800,2015,4,5.0,12,4
6404,315000.0,3,1.75,1660,37642,1.0,0.0,0.0,4,7,1660,0.0,2070,54450,2014,7,9.0,12,3
6405,529000.0,3,2.5,1880,4499,2.0,0.0,0.0,3,8,1880,0.0,2130,5114,2015,3,9.0,12,6
6406,750000.0,5,3.75,3500,101494,1.5,0.0,0.0,3,8,3500,0.0,3250,38636,2015,1,6.0,8,0
6407,481500.0,3,2.25,1840,10500,2.0,0.0,0.0,3,7,1840,0.0,1840,7374,2014,10,9.0,12,2
6408,211000.0,3,2.0,1060,7412,1.0,0.0,0.0,3,7,1060,0.0,1080,7093,2015,3,8.0,12,3
6409,455000.0,3,2.25,1790,7500,1.0,0.0,0.0,3,7,1390,400.0,1940,7192,2015,4,7.0,12,0
6410,238950.0,2,1.0,810,4838,1.0,0.0,0.0,3,5,810,0.0,890,4838,2014,11,3.0,12,1
6411,722500.0,4,3.5,2600,5100,2.0,0.0,0.0,3,8,1820,780.0,2000,6720,2014,9,10.0,12,2
6412,795000.0,4,2.5,3230,19193,1.0,0.0,3.0,4,8,2000,1230.0,3230,13420,2014,7,7.0,12,0
6413,327500.0,4,2.25,2240,9600,2.0,0.0,0.0,3,8,2240,0.0,2050,9240,2015,5,7.0,12,5
6414,585000.0,4,3.0,3400,5100,2.0,0.0,0.0,3,9,3400,0.0,3400,5672,2015,3,10.0,12,3
6415,775000.0,4,2.0,3140,10875,1.0,0.0,1.0,3,7,1940,1200.0,3300,10080,2014,6,3.0,6,2
6416,645000.0,4,2.5,2780,4200,2.0,0.0,0.0,3,8,2780,0.0,2510,4200,2014,10,10.0,12,0
6417,445000.0,4,2.75,2320,12368,1.0,0.0,0.0,3,8,1670,650.0,2070,9575,2015,1,6.0,12,2
6418,257950.0,3,1.75,1370,5858,1.0,0.0,0.0,3,7,1370,0.0,1400,7500,2014,5,8.0,12,5
6419,375000.0,5,1.75,2230,7560,1.0,0.0,0.0,3,7,1230,1000.0,1380,6570,2015,3,5.0,12,4
6420,245000.0,3,2.5,1610,7223,2.0,0.0,0.0,3,7,1610,0.0,1610,7162,2014,7,9.0,12,3
6421,725000.0,3,2.5,3410,41022,2.0,0.0,0.0,3,11,3410,0.0,2150,21429,2014,8,8.0,12,3
6422,702000.0,4,2.5,2810,4922,2.0,0.0,0.0,3,9,2810,0.0,2920,4922,2015,3,10.0,12,0
6423,330000.0,3,1.75,1850,14986,2.0,0.0,0.0,3,6,1850,0.0,2660,10650,2014,8,4.0,10,1
